kode_negara,tahun,produksi
SLV,Tahun 1985,0
SLV,Tahun 1986,0
SLV,Tahun 1987,0
SLV,Tahun 1988,0
SLV,Tahun 1989,0
SLV,Tahun 1990,0
SLV,Tahun 1991,0
SLV,Tahun 1992,0
SLV,Tahun 1993,0
SLV,Tahun 1994,0
SLV,Tahun 1995,0
SLV,Tahun 1996,0
SLV,Tahun 1997,0
SLV,Tahun 1998,0
SLV,Tahun 1999,0
SLV,Tahun 2000,0
SLV,Tahun 2001,0
SLV,Tahun 2002,0
SLV,Tahun 2003,0
SLV,Tahun 2004,0
SLV,Tahun 2005,0
SLV,Tahun 2006,0
SLV,Tahun 2007,0
SLV,Tahun 2008,0
SLV,Tahun 2009,0
SLV,Tahun 2010,0
SLV,Tahun 2011,0
SLV,Tahun 2012,0
SLV,Tahun 2013,0
SLV,Tahun 2014,0
SLV,Tahun 2015,0
ERI,Tahun 1992,0
ERI,Tahun 1993,0
ERI,Tahun 1994,0
ERI,Tahun 1995,0
ERI,Tahun 1996,0
ERI,Tahun 1997,0
ERI,Tahun 1998,0
ERI,Tahun 1999,0
ERI,Tahun 2000,0
ERI,Tahun 2001,0
ERI,Tahun 2002,0
ERI,Tahun 2003,0
ERI,Tahun 2004,0
ERI,Tahun 2005,0
ERI,Tahun 2006,0
ERI,Tahun 2007,0
ERI,Tahun 2008,0
ERI,Tahun 2009,0
ERI,Tahun 2010,0
ERI,Tahun 2011,0
ERI,Tahun 2012,0
ERI,Tahun 2013,0
ERI,Tahun 2014,0
ERI,Tahun 2015,0
GAB,Tahun 1971,5889.182
GAB,Tahun 1972,6422.619
GAB,Tahun 1973,7734.832
GAB,Tahun 1974,10178.054
GAB,Tahun 1975,11264.269
GAB,Tahun 1976,11254.089
GAB,Tahun 1977,11213.369
GAB,Tahun 1978,10541.483
GAB,Tahun 1979,10274.765
GAB,Tahun 1980,8814.94
GAB,Tahun 1981,7647.283
GAB,Tahun 1982,7834.597
GAB,Tahun 1983,7849.867
GAB,Tahun 1984,7950.65
GAB,Tahun 1985,8673.437
GAB,Tahun 1986,8319.169
GAB,Tahun 1987,7804.057
GAB,Tahun 1988,7930.29
GAB,Tahun 1989,10319.557
GAB,Tahun 1990,13738.031
GAB,Tahun 1991,15010.542
GAB,Tahun 1992,14921.976
GAB,Tahun 1993,15863.634
GAB,Tahun 1994,17524.007
GAB,Tahun 1995,18750.707
GAB,Tahun 1996,18895.265
GAB,Tahun 1997,19105.993
GAB,Tahun 1998,18112.416
GAB,Tahun 1999,16159.875
GAB,Tahun 2000,14045.47
GAB,Tahun 2001,13297.233
GAB,Tahun 2002,12960.272
GAB,Tahun 2003,13930.435
GAB,Tahun 2004,13910.075
GAB,Tahun 2005,13719.707
GAB,Tahun 2006,12279.224
GAB,Tahun 2007,12512.348
GAB,Tahun 2008,12192.694
GAB,Tahun 2009,12251.738
GAB,Tahun 2010,12654.87
GAB,Tahun 2011,12737.328
GAB,Tahun 2012,12882.904
GAB,Tahun 2013,11817.048
GAB,Tahun 2014,11816.03
GAB,Tahun 2015,11510.628
GTM,Tahun 1971,0
GTM,Tahun 1972,0
GTM,Tahun 1973,0
GTM,Tahun 1974,0
GTM,Tahun 1975,0
GTM,Tahun 1976,13.182
GTM,Tahun 1977,7.098
GTM,Tahun 1978,3.042
GTM,Tahun 1979,79.092
GTM,Tahun 1980,210.911
GTM,Tahun 1981,207.869
GTM,Tahun 1982,318.395
GTM,Tahun 1983,353.885
GTM,Tahun 1984,238.289
GTM,Tahun 1985,148.043
GTM,Tahun 1986,250.457
GTM,Tahun 1987,185.561
GTM,Tahun 1988,186.575
GTM,Tahun 1989,184.547
GTM,Tahun 1990,199.757
GTM,Tahun 1991,187.589
GTM,Tahun 1992,284.933
GTM,Tahun 1993,341.717
GTM,Tahun 1994,371.123
GTM,Tahun 1995,474.55
GTM,Tahun 1996,806.127
GTM,Tahun 1997,1079.906
GTM,Tahun 1998,1408.441
GTM,Tahun 1999,1287.775
GTM,Tahun 2000,1145.816
GTM,Tahun 2001,1165.082
GTM,Tahun 2002,1362.811
GTM,Tahun 2003,1365.853
GTM,Tahun 2004,1117.424
GTM,Tahun 2005,1018.052
GTM,Tahun 2006,884.205
GTM,Tahun 2007,837.561
GTM,Tahun 2008,773.679
GTM,Tahun 2009,746.301
GTM,Tahun 2010,660.112
GTM,Tahun 2011,604.342
GTM,Tahun 2012,587.104
GTM,Tahun 2013,551.614
GTM,Tahun 2014,555.67
GTM,Tahun 2015,555.67
HND,Tahun 1971,0
HND,Tahun 1972,0
HND,Tahun 1973,0
HND,Tahun 1974,0
HND,Tahun 1975,0
HND,Tahun 1976,0
HND,Tahun 1977,0
HND,Tahun 1978,0
HND,Tahun 1979,0
HND,Tahun 1980,0
HND,Tahun 1981,0
HND,Tahun 1982,0
HND,Tahun 1983,0
HND,Tahun 1984,0
HND,Tahun 1985,0
HND,Tahun 1986,0
HND,Tahun 1987,0
HND,Tahun 1988,0
HND,Tahun 1989,0
HND,Tahun 1990,0
HND,Tahun 1991,0
HND,Tahun 1992,0
HND,Tahun 1993,0
HND,Tahun 1994,0
HND,Tahun 1995,0
HND,Tahun 1996,0
HND,Tahun 1997,0
HND,Tahun 1998,0
HND,Tahun 1999,0
HND,Tahun 2000,0
HND,Tahun 2001,0
HND,Tahun 2002,0
HND,Tahun 2003,0
HND,Tahun 2004,0
HND,Tahun 2005,0
HND,Tahun 2006,0
HND,Tahun 2007,0
HND,Tahun 2008,0
HND,Tahun 2009,0
HND,Tahun 2010,0
HND,Tahun 2011,0
HND,Tahun 2012,0
HND,Tahun 2013,0
HND,Tahun 2014,0
HND,Tahun 2015,0
IRQ,Tahun 1971,85181.19
IRQ,Tahun 1972,73803.374
IRQ,Tahun 1973,101831.552
IRQ,Tahun 1974,99086.84
IRQ,Tahun 1975,113724.96
IRQ,Tahun 1976,121639.917
IRQ,Tahun 1977,117793.434
IRQ,Tahun 1978,129614.209
IRQ,Tahun 1979,175227.771
IRQ,Tahun 1980,134157.356
IRQ,Tahun 1981,45098.993
IRQ,Tahun 1982,50209.905
IRQ,Tahun 1983,48983.327
IRQ,Tahun 1984,60092.094
IRQ,Tahun 1985,71498.553
IRQ,Tahun 1986,85165.845
IRQ,Tahun 1987,105050.935
IRQ,Tahun 1988,136348.624
IRQ,Tahun 1989,139999.714
IRQ,Tahun 1990,106170.098
IRQ,Tahun 1991,17758.272
IRQ,Tahun 1992,26444.572
IRQ,Tahun 1993,33141.136
IRQ,Tahun 1994,37624.949
IRQ,Tahun 1995,37032.631
IRQ,Tahun 1996,37209.61
IRQ,Tahun 1997,75569.074
IRQ,Tahun 1998,109430.402
IRQ,Tahun 1999,128237.25
IRQ,Tahun 2000,131614.176
IRQ,Tahun 2001,130468.415
IRQ,Tahun 2002,112364.368
IRQ,Tahun 2003,78361.866
IRQ,Tahun 2004,102709.286
IRQ,Tahun 2005,94832.18
IRQ,Tahun 2006,98617.283
IRQ,Tahun 2007,102606.986
IRQ,Tahun 2008,114106.539
IRQ,Tahun 2009,118062.483
IRQ,Tahun 2010,118539.202
IRQ,Tahun 2011,133578.337
IRQ,Tahun 2012,148234.871
IRQ,Tahun 2013,149705.946
IRQ,Tahun 2014,156422.969
IRQ,Tahun 2015,178096.266
JAM,Tahun 1971,0
JAM,Tahun 1972,0
JAM,Tahun 1973,0
JAM,Tahun 1974,0
JAM,Tahun 1975,0
JAM,Tahun 1976,0
JAM,Tahun 1977,0
JAM,Tahun 1978,0
JAM,Tahun 1979,0
JAM,Tahun 1980,0
JAM,Tahun 1981,0
JAM,Tahun 1982,0
JAM,Tahun 1983,0
JAM,Tahun 1984,0
JAM,Tahun 1985,0
JAM,Tahun 1986,0
JAM,Tahun 1987,0
JAM,Tahun 1988,0
JAM,Tahun 1989,0
JAM,Tahun 1990,0
JAM,Tahun 1991,0
JAM,Tahun 1992,0
JAM,Tahun 1993,0
JAM,Tahun 1994,0
JAM,Tahun 1995,0
JAM,Tahun 1996,0
JAM,Tahun 1997,0
JAM,Tahun 1998,0
JAM,Tahun 1999,0
JAM,Tahun 2000,0
JAM,Tahun 2001,0
JAM,Tahun 2002,0
JAM,Tahun 2003,0
JAM,Tahun 2004,0
JAM,Tahun 2005,0
JAM,Tahun 2006,0
JAM,Tahun 2007,0
JAM,Tahun 2008,0
JAM,Tahun 2009,0
JAM,Tahun 2010,0
JAM,Tahun 2011,0
JAM,Tahun 2012,0
JAM,Tahun 2013,0
JAM,Tahun 2014,0
JAM,Tahun 2015,0
JOR,Tahun 1971,0
JOR,Tahun 1972,0
JOR,Tahun 1973,0
JOR,Tahun 1974,0
JOR,Tahun 1975,0
JOR,Tahun 1976,0
JOR,Tahun 1977,0
JOR,Tahun 1978,0
JOR,Tahun 1979,0
JOR,Tahun 1980,0
JOR,Tahun 1981,0
JOR,Tahun 1982,0
JOR,Tahun 1983,0
JOR,Tahun 1984,0
JOR,Tahun 1985,0
JOR,Tahun 1986,15.255
JOR,Tahun 1987,21.357
JOR,Tahun 1988,16.272
JOR,Tahun 1989,0
JOR,Tahun 1990,0
JOR,Tahun 1991,0
JOR,Tahun 1992,3.06
JOR,Tahun 1993,1.02
JOR,Tahun 1994,1.02
JOR,Tahun 1995,1.02
JOR,Tahun 1996,2.04
JOR,Tahun 1997,2.04
JOR,Tahun 1998,2.04
JOR,Tahun 1999,2.04
JOR,Tahun 2000,2.04
JOR,Tahun 2001,2.04
JOR,Tahun 2002,1.02
JOR,Tahun 2003,1.02
JOR,Tahun 2004,1.02
JOR,Tahun 2005,1.02
JOR,Tahun 2006,1.02
JOR,Tahun 2007,1.02
JOR,Tahun 2008,2.04
JOR,Tahun 2009,1.02
JOR,Tahun 2010,1.02
JOR,Tahun 2011,1.02
JOR,Tahun 2012,1.02
JOR,Tahun 2013,1.02
JOR,Tahun 2014,1.02
JOR,Tahun 2015,1.02
KEN,Tahun 1971,0
KEN,Tahun 1972,0
KEN,Tahun 1973,0
KEN,Tahun 1974,0
KEN,Tahun 1975,0
KEN,Tahun 1976,0
KEN,Tahun 1977,0
KEN,Tahun 1978,0
KEN,Tahun 1979,0
KEN,Tahun 1980,0
KEN,Tahun 1981,0
KEN,Tahun 1982,0
KEN,Tahun 1983,0
KEN,Tahun 1984,0
KEN,Tahun 1985,0
KEN,Tahun 1986,0
KEN,Tahun 1987,0
KEN,Tahun 1988,0
KEN,Tahun 1989,0
KEN,Tahun 1990,0
KEN,Tahun 1991,0
KEN,Tahun 1992,0
KEN,Tahun 1993,0
KEN,Tahun 1994,0
KEN,Tahun 1995,0
KEN,Tahun 1996,0
KEN,Tahun 1997,0
KEN,Tahun 1998,0
KEN,Tahun 1999,0
KEN,Tahun 2000,0
KEN,Tahun 2001,0
KEN,Tahun 2002,0
KEN,Tahun 2003,0
KEN,Tahun 2004,0
KEN,Tahun 2005,0
KEN,Tahun 2006,0
KEN,Tahun 2007,0
KEN,Tahun 2008,0
KEN,Tahun 2009,0
KEN,Tahun 2010,0
KEN,Tahun 2011,0
KEN,Tahun 2012,0
KEN,Tahun 2013,0
KEN,Tahun 2014,0
KEN,Tahun 2015,0
KWT,Tahun 1971,155964.539
KWT,Tahun 1972,167982.834
KWT,Tahun 1973,154007.717
KWT,Tahun 1974,129829.902
KWT,Tahun 1975,106352.112
KWT,Tahun 1976,108621.862
KWT,Tahun 1977,99320.358
KWT,Tahun 1978,109116.655
KWT,Tahun 1979,127695.28
KWT,Tahun 1980,85101.4
KWT,Tahun 1981,57621.576
KWT,Tahun 1982,42072.671
KWT,Tahun 1983,53827.822
KWT,Tahun 1984,59891.326
KWT,Tahun 1985,54629.448
KWT,Tahun 1986,57286.295
KWT,Tahun 1987,62281.98
KWT,Tahun 1988,73867.458
KWT,Tahun 1989,88293.68
KWT,Tahun 1990,44873.79
KWT,Tahun 1991,9285.248
KWT,Tahun 1992,54676.184
KWT,Tahun 1993,96872.807
KWT,Tahun 1994,103351.856
KWT,Tahun 1995,103352.872
KWT,Tahun 1996,103582.489
KWT,Tahun 1997,103374.208
KWT,Tahun 1998,105663.262
KWT,Tahun 1999,96455.23
KWT,Tahun 2000,102491.302
KWT,Tahun 2001,100283.528
KWT,Tahun 2002,89922.333
KWT,Tahun 2003,108553.79
KWT,Tahun 2004,118202.767
KWT,Tahun 2005,132542.629
KWT,Tahun 2006,136207.351
KWT,Tahun 2007,132603.589
KWT,Tahun 2008,138207.86
KWT,Tahun 2009,116485.723
KWT,Tahun 2010,119087.706
KWT,Tahun 2011,136937.857
KWT,Tahun 2012,153734.413
KWT,Tahun 2013,150480.156
KWT,Tahun 2014,147644.493
KWT,Tahun 2015,155513.433
KGZ,Tahun 1990,158.789
KGZ,Tahun 1991,143.714
KGZ,Tahun 1992,113.564
KGZ,Tahun 1993,88.439
KGZ,Tahun 1994,88.439
KGZ,Tahun 1995,89.444
KGZ,Tahun 1996,84.419
KGZ,Tahun 1997,85.424
KGZ,Tahun 1998,78.389
KGZ,Tahun 1999,77.384
KGZ,Tahun 2000,77.384
KGZ,Tahun 2001,76.379
KGZ,Tahun 2002,76.379
KGZ,Tahun 2003,70.349
KGZ,Tahun 2004,74.369
KGZ,Tahun 2005,78.389
KGZ,Tahun 2006,71.354
KGZ,Tahun 2007,69.344
KGZ,Tahun 2008,71.354
KGZ,Tahun 2009,77.384
KGZ,Tahun 2010,83.414
KGZ,Tahun 2011,77.384
KGZ,Tahun 2012,79.394
KGZ,Tahun 2013,84.419
KGZ,Tahun 2014,82.409
KGZ,Tahun 2015,82.409
LBN,Tahun 1971,0
LBN,Tahun 1972,0
LBN,Tahun 1973,0
LBN,Tahun 1974,0
LBN,Tahun 1975,0
LBN,Tahun 1976,0
LBN,Tahun 1977,0
LBN,Tahun 1978,0
LBN,Tahun 1979,0
LBN,Tahun 1980,0
LBN,Tahun 1981,0
LBN,Tahun 1982,0
LBN,Tahun 1983,0
LBN,Tahun 1984,0
LBN,Tahun 1985,0
LBN,Tahun 1986,0
LBN,Tahun 1987,0
LBN,Tahun 1988,0
LBN,Tahun 1989,0
LBN,Tahun 1990,0
LBN,Tahun 1991,0
LBN,Tahun 1992,0
LBN,Tahun 1993,0
LBN,Tahun 1994,0
LBN,Tahun 1995,0
LBN,Tahun 1996,0
LBN,Tahun 1997,0
LBN,Tahun 1998,0
LBN,Tahun 1999,0
LBN,Tahun 2000,0
LBN,Tahun 2001,0
LBN,Tahun 2002,0
LBN,Tahun 2003,0
LBN,Tahun 2004,0
LBN,Tahun 2005,0
LBN,Tahun 2006,0
LBN,Tahun 2007,0
LBN,Tahun 2008,0
LBN,Tahun 2009,0
LBN,Tahun 2010,0
LBN,Tahun 2011,0
LBN,Tahun 2012,0
LBN,Tahun 2013,0
LBN,Tahun 2014,0
LBN,Tahun 2015,0
LBY,Tahun 1971,136070.985
LBY,Tahun 1972,111259.944
LBY,Tahun 1973,107582.294
LBY,Tahun 1974,75345.091
LBY,Tahun 1975,73095.984
LBY,Tahun 1976,96224.816
LBY,Tahun 1977,101959.526
LBY,Tahun 1978,98043.615
LBY,Tahun 1979,103451.742
LBY,Tahun 1980,90824.905
LBY,Tahun 1981,60232.939
LBY,Tahun 1982,56178.384
LBY,Tahun 1983,53336.704
LBY,Tahun 1984,53505.13
LBY,Tahun 1985,51925.62
LBY,Tahun 1986,51479.907
LBY,Tahun 1987,50095.525
LBY,Tahun 1988,53207.303
LBY,Tahun 1989,54348.289
LBY,Tahun 1990,66711.19
LBY,Tahun 1991,74772.031
LBY,Tahun 1992,70982.439
LBY,Tahun 1993,67304.79
LBY,Tahun 1994,67996.981
LBY,Tahun 1995,69184.18
LBY,Tahun 1996,69125.642
LBY,Tahun 1997,69026.024
LBY,Tahun 1998,71657.171
LBY,Tahun 1999,63655.896
LBY,Tahun 2000,66804.646
LBY,Tahun 2001,65451.073
LBY,Tahun 2002,65079.303
LBY,Tahun 2003,70816.067
LBY,Tahun 2004,80113.404
LBY,Tahun 2005,83730.461
LBY,Tahun 2006,87090.771
LBY,Tahun 2007,88580.933
LBY,Tahun 2008,87199.632
LBY,Tahun 2009,80275.668
LBY,Tahun 2010,83459.336
LBY,Tahun 2011,24197.929
LBY,Tahun 2012,71902.622
LBY,Tahun 2013,49398.199
LBY,Tahun 2014,23736.81
LBY,Tahun 2015,20744.163
MNG,Tahun 1985,0
MNG,Tahun 1986,0
MNG,Tahun 1987,0
MNG,Tahun 1988,0
MNG,Tahun 1989,0
MNG,Tahun 1990,0
MNG,Tahun 1991,0
MNG,Tahun 1992,0
MNG,Tahun 1993,0
MNG,Tahun 1994,0
MNG,Tahun 1995,0
MNG,Tahun 1996,0
MNG,Tahun 1997,0
MNG,Tahun 1998,0
MNG,Tahun 1999,10.07
MNG,Tahun 2000,9.063
MNG,Tahun 2001,10.07
MNG,Tahun 2002,19.133
MNG,Tahun 2003,25.175
MNG,Tahun 2004,30.21
MNG,Tahun 2005,27.189
MNG,Tahun 2006,52.364
MNG,Tahun 2007,116.812
MNG,Tahun 2008,162.127
MNG,Tahun 2009,257.792
MNG,Tahun 2010,301.092
MNG,Tahun 2011,351.442
MNG,Tahun 2012,501.485
MNG,Tahun 2013,707.92
MNG,Tahun 2014,1021.096
MNG,Tahun 2015,1021.096
MAR,Tahun 1971,21.39
MAR,Tahun 1972,26.04
MAR,Tahun 1973,39.06
MAR,Tahun 1974,23.25
MAR,Tahun 1975,18.6
MAR,Tahun 1976,8.37
MAR,Tahun 1977,20.46
MAR,Tahun 1978,22.32
MAR,Tahun 1979,17.67
MAR,Tahun 1980,13.02
MAR,Tahun 1981,17.67
MAR,Tahun 1982,14.88
MAR,Tahun 1983,15.81
MAR,Tahun 1984,14.88
MAR,Tahun 1985,20.46
MAR,Tahun 1986,22.32
MAR,Tahun 1987,16.74
MAR,Tahun 1988,18.6
MAR,Tahun 1989,12.09
MAR,Tahun 1990,13.95
MAR,Tahun 1991,11.16
MAR,Tahun 1992,10.23
MAR,Tahun 1993,9.3
MAR,Tahun 1994,7.44
MAR,Tahun 1995,4.65
MAR,Tahun 1996,4.65
MAR,Tahun 1997,11.16
MAR,Tahun 1998,11.16
MAR,Tahun 1999,10.23
MAR,Tahun 2000,12.09
MAR,Tahun 2001,9.3
MAR,Tahun 2002,12.09
MAR,Tahun 2003,9.3
MAR,Tahun 2004,10.23
MAR,Tahun 2005,6.51
MAR,Tahun 2006,9.3
MAR,Tahun 2007,10.23
MAR,Tahun 2008,8.37
MAR,Tahun 2009,7.44
MAR,Tahun 2010,9.3
MAR,Tahun 2011,9.3
MAR,Tahun 2012,6.51
MAR,Tahun 2013,7.44
MAR,Tahun 2014,4.65
MAR,Tahun 2015,4.65
MMR,Tahun 1971,879.852
MMR,Tahun 1972,976.716
MMR,Tahun 1973,989.833
MMR,Tahun 1974,902.05
MMR,Tahun 1975,963.599
MMR,Tahun 1976,1169.436
MMR,Tahun 1977,1355.093
MMR,Tahun 1978,1364.174
MMR,Tahun 1979,1427.741
MMR,Tahun 1980,1573.038
MMR,Tahun 1981,1491.309
MMR,Tahun 1982,1397.471
MMR,Tahun 1983,1450.948
MMR,Tahun 1984,1599.272
MMR,Tahun 1985,1464.066
MMR,Tahun 1986,1442.876
MMR,Tahun 1987,987.815
MMR,Tahun 1988,738.591
MMR,Tahun 1989,737.582
MMR,Tahun 1990,727.492
MMR,Tahun 1991,765.834
MMR,Tahun 1992,728.501
MMR,Tahun 1993,680.069
MMR,Tahun 1994,686.123
MMR,Tahun 1995,477.259
MMR,Tahun 1996,404.611
MMR,Tahun 1997,398.557
MMR,Tahun 1998,385.44
MMR,Tahun 1999,471.205
MMR,Tahun 2000,563.025
MMR,Tahun 2001,658.88
MMR,Tahun 2002,869.762
MMR,Tahun 2003,975.707
MMR,Tahun 2004,989.833
MMR,Tahun 2005,1124.031
MMR,Tahun 2006,1058.446
MMR,Tahun 2007,1055.419
MMR,Tahun 2008,1001.941
MMR,Tahun 2009,959.563
MMR,Tahun 2010,927.275
MMR,Tahun 2011,863.708
MMR,Tahun 2012,828.393
MMR,Tahun 2013,858.663
MMR,Tahun 2014,763.816
MMR,Tahun 2015,713.366
NAM,Tahun 1991,0
NAM,Tahun 1992,0
NAM,Tahun 1993,0
NAM,Tahun 1994,0
NAM,Tahun 1995,0
NAM,Tahun 1996,0
NAM,Tahun 1997,0
NAM,Tahun 1998,0
NAM,Tahun 1999,0
NAM,Tahun 2000,0
NAM,Tahun 2001,0
NAM,Tahun 2002,0
NAM,Tahun 2003,0
NAM,Tahun 2004,0
NAM,Tahun 2005,0
NAM,Tahun 2006,0
NAM,Tahun 2007,0
NAM,Tahun 2008,0
NAM,Tahun 2009,0
NAM,Tahun 2010,0
NAM,Tahun 2011,0
NAM,Tahun 2012,0
NAM,Tahun 2013,0
NAM,Tahun 2014,0
NAM,Tahun 2015,0
NPL,Tahun 1971,0
NPL,Tahun 1972,0
NPL,Tahun 1973,0
NPL,Tahun 1974,0
NPL,Tahun 1975,0
NPL,Tahun 1976,0
NPL,Tahun 1977,0
NPL,Tahun 1978,0
NPL,Tahun 1979,0
NPL,Tahun 1980,0
NPL,Tahun 1981,0
NPL,Tahun 1982,0
NPL,Tahun 1983,0
NPL,Tahun 1984,0
NPL,Tahun 1985,0
NPL,Tahun 1986,0
NPL,Tahun 1987,0
NPL,Tahun 1988,0
NPL,Tahun 1989,0
NPL,Tahun 1990,0
NPL,Tahun 1991,0
NPL,Tahun 1992,0
NPL,Tahun 1993,0
NPL,Tahun 1994,0
NPL,Tahun 1995,0
NPL,Tahun 1996,0
NPL,Tahun 1997,0
NPL,Tahun 1998,0
NPL,Tahun 1999,0
NPL,Tahun 2000,0
NPL,Tahun 2001,0
NPL,Tahun 2002,0
NPL,Tahun 2003,0
NPL,Tahun 2004,0
NPL,Tahun 2005,0
NPL,Tahun 2006,0
NPL,Tahun 2007,0
NPL,Tahun 2008,0
NPL,Tahun 2009,0
NPL,Tahun 2010,0
NPL,Tahun 2011,0
NPL,Tahun 2012,0
NPL,Tahun 2013,0
NPL,Tahun 2014,0
NPL,Tahun 2015,0
NIC,Tahun 1971,0
NIC,Tahun 1972,0
NIC,Tahun 1973,0
NIC,Tahun 1974,0
NIC,Tahun 1975,0
NIC,Tahun 1976,0
NIC,Tahun 1977,0
NIC,Tahun 1978,0
NIC,Tahun 1979,0
NIC,Tahun 1980,0
NIC,Tahun 1981,0
NIC,Tahun 1982,0
NIC,Tahun 1983,0
NIC,Tahun 1984,0
NIC,Tahun 1985,0
NIC,Tahun 1986,0
NIC,Tahun 1987,0
NIC,Tahun 1988,0
NIC,Tahun 1989,0
NIC,Tahun 1990,0
NIC,Tahun 1991,0
NIC,Tahun 1992,0
NIC,Tahun 1993,0
NIC,Tahun 1994,0
NIC,Tahun 1995,0
NIC,Tahun 1996,0
NIC,Tahun 1997,0
NIC,Tahun 1998,0
NIC,Tahun 1999,0
NIC,Tahun 2000,0
NIC,Tahun 2001,0
NIC,Tahun 2002,0
NIC,Tahun 2003,0
NIC,Tahun 2004,0
NIC,Tahun 2005,0
NIC,Tahun 2006,0
NIC,Tahun 2007,0
NIC,Tahun 2008,0
NIC,Tahun 2009,0
NIC,Tahun 2010,0
NIC,Tahun 2011,0
NIC,Tahun 2012,0
NIC,Tahun 2013,0
NIC,Tahun 2014,0
NIC,Tahun 2015,0
NER,Tahun 2000,0
NER,Tahun 2001,0
NER,Tahun 2002,0
NER,Tahun 2003,0
NER,Tahun 2004,0
NER,Tahun 2005,0
NER,Tahun 2006,0
NER,Tahun 2007,0
NER,Tahun 2008,0
NER,Tahun 2009,0
NER,Tahun 2010,0
NER,Tahun 2011,93.651
NER,Tahun 2012,640.451
NER,Tahun 2013,882.13
NER,Tahun 2014,849.906
NER,Tahun 2015,741.151
OMN,Tahun 1971,15058.133
OMN,Tahun 1972,14631.777
OMN,Tahun 1973,15200.932
OMN,Tahun 1974,15058.133
OMN,Tahun 1975,17757.03
OMN,Tahun 1976,19036.1
OMN,Tahun 1977,17615.252
OMN,Tahun 1978,16337.202
OMN,Tahun 1979,15342.711
OMN,Tahun 1980,14774.575
OMN,Tahun 1981,17047.116
OMN,Tahun 1982,17473.473
OMN,Tahun 1983,20172.37
OMN,Tahun 1984,21593.218
OMN,Tahun 1985,25833.322
OMN,Tahun 1986,29021.815
OMN,Tahun 1987,30191.745
OMN,Tahun 1988,32190.929
OMN,Tahun 1989,33208.88
OMN,Tahun 1990,35529.36
OMN,Tahun 1991,36722.75
OMN,Tahun 1992,38469.996
OMN,Tahun 1993,40438.579
OMN,Tahun 1994,42163.385
OMN,Tahun 1995,44464.485
OMN,Tahun 1996,46112.791
OMN,Tahun 1997,46822.705
OMN,Tahun 1998,46638.087
OMN,Tahun 1999,48405.732
OMN,Tahun 2000,51219.888
OMN,Tahun 2001,51131.149
OMN,Tahun 2002,47995.695
OMN,Tahun 2003,43833.11
OMN,Tahun 2004,41825.767
OMN,Tahun 2005,41444.291
OMN,Tahun 2006,39451.227
OMN,Tahun 2007,37985.5
OMN,Tahun 2008,37860.041
OMN,Tahun 2009,40498.759
OMN,Tahun 2010,43080.357
OMN,Tahun 2011,44104.428
OMN,Tahun 2012,45967.952
OMN,Tahun 2013,47070.563
OMN,Tahun 2014,47152.163
OMN,Tahun 2015,49102.386
PAN,Tahun 1971,0
PAN,Tahun 1972,0
PAN,Tahun 1973,0
PAN,Tahun 1974,0
PAN,Tahun 1975,0
PAN,Tahun 1976,0
PAN,Tahun 1977,0
PAN,Tahun 1978,0
PAN,Tahun 1979,0
PAN,Tahun 1980,0
PAN,Tahun 1981,0
PAN,Tahun 1982,0
PAN,Tahun 1983,0
PAN,Tahun 1984,0
PAN,Tahun 1985,0
PAN,Tahun 1986,0
PAN,Tahun 1987,0
PAN,Tahun 1988,0
PAN,Tahun 1989,0
PAN,Tahun 1990,0
PAN,Tahun 1991,0
PAN,Tahun 1992,0
PAN,Tahun 1993,0
PAN,Tahun 1994,0
PAN,Tahun 1995,0
PAN,Tahun 1996,0
PAN,Tahun 1997,0
PAN,Tahun 1998,0
PAN,Tahun 1999,0
PAN,Tahun 2000,0
PAN,Tahun 2001,0
PAN,Tahun 2002,0
PAN,Tahun 2003,0
PAN,Tahun 2004,0
PAN,Tahun 2005,0
PAN,Tahun 2006,0
PAN,Tahun 2007,0
PAN,Tahun 2008,0
PAN,Tahun 2009,0
PAN,Tahun 2010,0
PAN,Tahun 2011,0
PAN,Tahun 2012,0
PAN,Tahun 2013,0
PAN,Tahun 2014,0
PAN,Tahun 2015,0
QAT,Tahun 1971,21202.2
QAT,Tahun 1972,24127.066
QAT,Tahun 1973,28244.268
QAT,Tahun 1974,25364.589
QAT,Tahun 1975,21671.534
QAT,Tahun 1976,24666.236
QAT,Tahun 1977,21991.955
QAT,Tahun 1978,24013.071
QAT,Tahun 1979,25137.624
QAT,Tahun 1980,23469.793
QAT,Tahun 1981,20182.095
QAT,Tahun 1982,16343.104
QAT,Tahun 1983,14650.425
QAT,Tahun 1984,20081.743
QAT,Tahun 1985,15258.684
QAT,Tahun 1986,15996.991
QAT,Tahun 1987,14501.945
QAT,Tahun 1988,16041.023
QAT,Tahun 1989,18887.754
QAT,Tahun 1990,20083.791
QAT,Tahun 1991,19635.277
QAT,Tahun 1992,20188.239
QAT,Tahun 1993,19450.956
QAT,Tahun 1994,18711.625
QAT,Tahun 1995,18892.874
QAT,Tahun 1996,19052.619
QAT,Tahun 1997,26796.137
QAT,Tahun 1998,30185.59
QAT,Tahun 1999,29539.444
QAT,Tahun 2000,31548.54
QAT,Tahun 2001,32600.192
QAT,Tahun 2002,34120.838
QAT,Tahun 2003,33133.698
QAT,Tahun 2004,37743.764
QAT,Tahun 2005,38083.733
QAT,Tahun 2006,40642.719
QAT,Tahun 2007,39470.235
